account_id,loan_id,month,installment,defaulter,balance,is_balance_lower_than_installment
1787,5314,1993-08,8033,1,33612.4,0
1787,5314,1993-09,8033,1,30503.0,0
1787,5314,1993-10,8033,1,29893.6,0
1787,5314,1993-11,8033,1,25284.2,0
1787,5314,1993-12,8033,1,24574.8,0
1787,5314,1994-01,8033,1,57255.8,0
1787,5314,1994-02,8033,1,83373.8,0
1787,5314,1994-03,8033,1,80317.6,0
1787,5314,1994-04,8033,1,53457.1,0
1787,5314,1994-05,8033,1,37167.1,0
1787,5314,1994-06,8033,1,59748.6,0
1787,5314,1994-07,8033,1,108177.2,0
1801,5316,1993-08,4610,0,72913.8,0
1801,5316,1993-09,4610,0,46726.8,0
1801,5316,1993-10,4610,0,22496.7,0
1801,5316,1993-11,4610,0,62902.3,0
1801,5316,1993-12,4610,0,42217.0,0
1801,5316,1994-01,4610,0,31807.0,0
1801,5316,1994-02,4610,0,9804.7,0
1801,5316,1994-03,4610,0,77870.5,0
1801,5316,1994-04,4610,0,32618.2,0
1801,5316,1994-05,4610,0,38925.5,0
1801,5316,1994-06,4610,0,26729.2,0
1801,5316,1994-07,4610,0,15342.2,0
1801,5316,1994-08,4610,0,31437.2,0
1801,5316,1994-09,4610,0,38711.6,0
1801,5316,1994-10,4610,0,77822.8,0
1801,5316,1994-11,4610,0,43614.7,0
1801,5316,1994-12,4610,0,26047.7,0
1801,5316,1995-01,4610,0,23127.1,0
1801,5316,1995-02,4610,0,15249.6,0
1801,5316,1995-03,4610,0,38910.6,0
1801,5316,1995-04,4610,0,19947.5,0
1801,5316,1995-05,4610,0,100666.6,0
1801,5316,1995-06,4610,0,68544.2,0
1801,5316,1995-07,4610,0,34180.1,0
1801,5316,1995-08,4610,0,33560.2,0
1801,5316,1995-09,4610,0,51780.7,0
1801,5316,1995-10,4610,0,31265.2,0
1801,5316,1995-11,4610,0,36036.2,0
1801,5316,1995-12,4610,0,25738.2,0
1801,5316,1996-01,4610,0,22135.0,0
1801,5316,1996-02,4610,0,21837.6,0
1801,5316,1996-03,4610,0,34975.7,0
1801,5316,1996-04,4610,0,26719.8,0
1801,5316,1996-05,4610,0,25633.3,0
1801,5316,1996-06,4610,0,31433.2,0
1801,5316,1996-07,4610,0,24353.8,0
9188,6863,1993-08,2118,0,20553.7,0
9188,6863,1993-09,2118,0,24922.9,0
9188,6863,1993-10,2118,0,26224.8,0
9188,6863,1993-11,2118,0,29564.0,0
9188,6863,1993-12,2118,0,31253.6,0
9188,6863,1994-01,2118,0,21853.8,0
9188,6863,1994-02,2118,0,25634.2,0
9188,6863,1994-03,2118,0,27530.0,0
9188,6863,1994-04,2118,0,31067.2,0
9188,6863,1994-05,2118,0,24594.0,0
9188,6863,1994-06,2118,0,25358.6,0
9188,6863,1994-07,2118,0,20935.7,0
9188,6863,1994-08,2118,0,22870.2,0
9188,6863,1994-09,2118,0,28557.7,0
9188,6863,1994-10,2118,0,28359.6,0
9188,6863,1994-11,2118,0,27263.7,0
9188,6863,1994-12,2118,0,21928.9,0
9188,6863,1995-01,2118,0,22310.8,0
9188,6863,1995-02,2118,0,24486.1,0
9188,6863,1995-03,2118,0,24156.0,0
9188,6863,1995-04,2118,0,23229.3,0
9188,6863,1995-05,2118,0,22404.7,0
9188,6863,1995-06,2118,0,24183.3,0
9188,6863,1995-07,2118,0,22584.1,0
9188,6863,1995-08,2118,0,18172.9,0
9188,6863,1995-09,2118,0,17722.0,0
9188,6863,1995-10,2118,0,18025.2,0
9188,6863,1995-11,2118,0,15598.8,0
9188,6863,1995-12,2118,0,17880.5,0
9188,6863,1996-01,2118,0,20042.6,0
9188,6863,1996-02,2118,0,22376.1,0
9188,6863,1996-03,2118,0,17429.5,0
9188,6863,1996-04,2118,0,19669.7,0
9188,6863,1996-05,2118,0,21923.3,0
9188,6863,1996-06,2118,0,17346.8,0
9188,6863,1996-07,2118,0,19571.0,0
9188,6863,1996-08,2118,0,21736.9,0
9188,6863,1996-09,2118,0,23998.4,0
9188,6863,1996-10,2118,0,26263.7,0
9188,6863,1996-11,2118,0,27137.9,0
9188,6863,1996-12,2118,0,29684.5,0
9188,6863,1997-01,2118,0,25374.9,0
9188,6863,1997-02,2118,0,27672.9,0
9188,6863,1997-03,2118,0,29959.5,0
9188,6863,1997-04,2118,0,32380.3,0
9188,6863,1997-05,2118,0,30099.8,0
9188,6863,1997-06,2118,0,27694.2,0
9188,6863,1997-07,2118,0,30130.6,0
9188,6863,1997-08,2118,0,32347.8,0
9188,6863,1997-09,2118,0,27172.8,0
9188,6863,1997-10,2118,0,29571.4,0
9188,6863,1997-11,2118,0,31764.6,0
9188,6863,1997-12,2118,0,29959.8,0
9188,6863,1998-01,2118,0,26867.6,0
9188,6863,1998-02,2118,0,29261.1,0
9188,6863,1998-03,2118,0,31575.8,0
9188,6863,1998-04,2118,0,30465.2,0
9188,6863,1998-05,2118,0,29250.8,0
9188,6863,1998-06,2118,0,37938.1,0
9188,6863,1998-07,2118,0,22847.4,0
1843,5325,1993-09,2939,0,27705.5,0
1843,5325,1993-10,2939,0,32024.9,0
1843,5325,1993-11,2939,0,22602.1,0
1843,5325,1993-12,2939,0,23110.6,0
1843,5325,1994-01,2939,0,20696.3,0
1843,5325,1994-02,2939,0,27486.9,0
1843,5325,1994-03,2939,0,22579.9,0
1843,5325,1994-04,2939,0,22347.3,0
1843,5325,1994-05,2939,0,24637.4,0
1843,5325,1994-06,2939,0,29232.6,0
1843,5325,1994-07,2939,0,22752.6,0
1843,5325,1994-08,2939,0,26949.3,0
1843,5325,1994-09,2939,0,31563.5,0
1843,5325,1994-10,2939,0,21249.3,0
1843,5325,1994-11,2939,0,28242.6,0
1843,5325,1994-12,2939,0,26527.8,0
1843,5325,1995-01,2939,0,20918.4,0
1843,5325,1995-02,2939,0,21702.5,0
1843,5325,1995-03,2939,0,27696.4,0
1843,5325,1995-04,2939,0,30910.4,0
1843,5325,1995-05,2939,0,22820.6,0
1843,5325,1995-06,2939,0,25325.8,0
1843,5325,1995-07,2939,0,26726.1,0
1843,5325,1995-08,2939,0,27730.5,0
1843,5325,1995-09,2939,0,28437.8,0
1843,5325,1995-10,2939,0,32254.0,0
1843,5325,1995-11,2939,0,32778.7,0
1843,5325,1995-12,2939,0,37042.4,0
1843,5325,1996-01,2939,0,19931.9,0
1843,5325,1996-02,2939,0,27018.3,0
1843,5325,1996-03,2939,0,31629.1,0
1843,5325,1996-04,2939,0,33652.4,0
1843,5325,1996-05,2939,0,32877.3,0
1843,5325,1996-06,2939,0,35256.7,0
1843,5325,1996-07,2939,0,27233.4,0
1843,5325,1996-08,2939,0,16929.0,0
11013,7240,1993-10,4579,0,64316.3,0
11013,7240,1993-11,4579,0,72278.4,0
11013,7240,1993-12,4579,0,41836.2,0
11013,7240,1994-01,4579,0,21493.5,0
11013,7240,1994-02,4579,0,48928.1,0
11013,7240,1994-03,4579,0,57776.5,0
11013,7240,1994-04,4579,0,49683.4,0
11013,7240,1994-05,4579,0,41224.8,0
11013,7240,1994-06,4579,0,77285.9,0
11013,7240,1994-07,4579,0,36169.9,0
11013,7240,1994-08,4579,0,56129.9,0
11013,7240,1994-09,4579,0,56415.7,0
11013,7240,1994-10,4579,0,47608.9,0
11013,7240,1994-11,4579,0,42292.4,0
11013,7240,1994-12,4579,0,75740.7,0
11013,7240,1995-01,4579,0,51755.2,0
11013,7240,1995-02,4579,0,52349.3,0
11013,7240,1995-03,4579,0,61969.9,0
11013,7240,1995-04,4579,0,73428.7,0
11013,7240,1995-05,4579,0,77915.3,0
11013,7240,1995-06,4579,0,40244.2,0
11013,7240,1995-07,4579,0,63949.4,0
11013,7240,1995-08,4579,0,73210.3,0
11013,7240,1995-09,4579,0,71141.3,0
11013,7240,1995-10,4579,0,43961.7,0
11013,7240,1995-11,4579,0,65775.1,0
11013,7240,1995-12,4579,0,93134.9,0
11013,7240,1996-01,4579,0,49115.6,0
11013,7240,1996-02,4579,0,76765.5,0
11013,7240,1996-03,4579,0,60274.2,0
11013,7240,1996-04,4579,0,64965.4,0
11013,7240,1996-05,4579,0,65973.0,0
11013,7240,1996-06,4579,0,43005.4,0
11013,7240,1996-07,4579,0,53701.9,0
11013,7240,1996-08,4579,0,53312.7,0
11013,7240,1996-09,4579,0,61463.6,0
11013,7240,1996-10,4579,0,48457.7,0
11013,7240,1996-11,4579,0,47631.2,0
11013,7240,1996-12,4579,0,58020.4,0
11013,7240,1997-01,4579,0,35401.0,0
11013,7240,1997-02,4579,0,53481.6,0
11013,7240,1997-03,4579,0,51215.5,0
11013,7240,1997-04,4579,0,56051.1,0
11013,7240,1997-05,4579,0,50606.0,0
11013,7240,1997-06,4579,0,71504.7,0
11013,7240,1997-07,4579,0,71309.6,0
11013,7240,1997-08,4579,0,67671.8,0
11013,7240,1997-09,4579,0,52960.3,0
11013,7240,1997-10,4579,0,31480.3,0
11013,7240,1997-11,4579,0,51843.6,0
11013,7240,1997-12,4579,0,61324.7,0
11013,7240,1998-01,4579,0,41013.7,0
11013,7240,1998-02,4579,0,53799.6,0
11013,7240,1998-03,4579,0,61936.1,0
11013,7240,1998-04,4579,0,60988.5,0
11013,7240,1998-05,4579,0,54618.6,0
11013,7240,1998-06,4579,0,70002.3,0
11013,7240,1998-07,4579,0,42888.2,0
11013,7240,1998-08,4579,0,47463.1,0
11013,7240,1998-09,4579,0,48893.3,0
8261,6687,1993-10,3660,0,40187.6,0
8261,6687,1993-11,3660,0,30593.5,0
8261,6687,1993-12,3660,0,39131.1,0
8261,6687,1994-01,3660,0,34872.2,0
8261,6687,1994-02,3660,0,45772.5,0
8261,6687,1994-03,3660,0,47549.2,0
8261,6687,1994-04,3660,0,25273.3,0
8261,6687,1994-05,3660,0,42195.7,0
8261,6687,1994-06,3660,0,58557.6,0
8261,6687,1994-07,3660,0,54704.8,0
8261,6687,1994-08,3660,0,51334.5,0
8261,6687,1994-09,3660,0,22629.2,0
8261,6687,1994-10,3660,0,40965.4,0
8261,6687,1994-11,3660,0,49424.2,0
8261,6687,1994-12,3660,0,58724.6,0
8261,6687,1995-01,3660,0,39425.2,0
8261,6687,1995-02,3660,0,47186.6,0
8261,6687,1995-03,3660,0,48261.6,0
8261,6687,1995-04,3660,0,50151.5,0
8261,6687,1995-05,3660,0,42210.0,0
8261,6687,1995-06,3660,0,29774.4,0
